symboling,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,log_price
0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,three_four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358,9.03097444300786
0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,three_four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258,9.133243321591216
1,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,three_four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058,8.994420665751292
1,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,three_four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8238,9.016512874996026
1,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,three_four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,9.13755460225053
1,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,three_four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,9.16303909885817
2,toyota,gas,std,two,hardtop_convert,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,9.041803370152845
2,toyota,gas,std,two,hardtop_convert,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,9.173572647783969
2,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,9.20923976653215
2,toyota,gas,std,two,hardtop_convert,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,9.323579767582693
2,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,9.354354132115088
2,toyota,gas,std,two,hardtop_convert,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,three_four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,9.77956697061665
-1,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,three_four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,9.09918532261002
-1,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,three_four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,9.277812087091196
-1,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,three_four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,9.209139651399664
-1,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,three_four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,9.296334565143043
-1,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,three_four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,9.327945614050446
3,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,five_six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,9.71462464769875
3,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,five_six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,9.680218993408767
-1,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,five_six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,9.660778845727078
-1,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,five_six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,9.66459564425378
2,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,three_four,97,idi,3.01,3.4,23.0,52,4800,37,46,7775,8.958668737047434
2,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,three_four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975,8.984066927653044
2,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,three_four,97,idi,3.01,3.4,23.0,52,4800,37,46,7995,8.986571625268054
2,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,three_four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8195,9.01127949117793
2,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,three_four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,8495,9.047233034106032
2,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,three_four,97,idi,3.01,3.4,23.0,68,4500,37,42,9495,9.158520623246385
2,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,three_four,109,mpfi,3.19,3.4,10.0,100,5500,26,32,9995,9.209840246934501
3,volkswagen,gas,std,two,hardtop_convert,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,three_four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,9.358329249689632
3,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,three_four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,9.20833836930551
0,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five_six,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,9.49514330367712
0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,three_four,97,idi,3.01,3.4,23.0,68,4500,33,38,13845,9.535679435605061
0,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,three_four,109,mpfi,3.19,3.4,9.0,88,5500,25,31,12290,9.416541202560081
-2,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,9.468078568054892
-1,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,9.504128762859725
-2,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,9.679406061493943
-1,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,9.71202433782489
-2,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,three_four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,9.821192309809298
-1,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,three_four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,9.849559210510572
-1,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,9.731809155840653
-1,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,three_four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,9.854559878912704
-1,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,five_six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,9.975110296209095
-1,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,five_six,145,idi,3.01,3.4,23.0,106,4800,26,27,22470,10.019936365179374
-1,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,three_four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,10.026810768568128
